"title","stars","text","publishedAtDate","likesCount","name","reviewerNumberOfReviews","isLocalGuide","responseFromOwnerDate","responseFromOwnerText","originalLanguage","publishAt","rating","reviewContext/Layanan","reviewContext/Positif","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewImageUrls/15","reviewImageUrls/16","reviewImageUrls/17","reviewImageUrls/18","reviewImageUrls/19","reviewImageUrls/20","reviewImageUrls/21","reviewOrigin","reviewUrl","reviewerId","reviewerPhotoUrl","reviewerUrl","textTranslated","translatedLanguage","visitedIn"
"DAVIN'S JAYA MOTOR DJM Bandung","5","Barangnya bagu2 dijamin original, sm pelayanannya juga keren. Bakalan langganan terus kesini, sukses selalu pak","2025-07-26T10:25:06.164Z","0","Hafizh","6","true","2025-08-19T11:41:51.000Z","Terimakasih atas kunjungannya, semoga kendaraan anda membawa berkah😇
Kami tunggu kunjungan berikut nya ⚙️🏍️🥰","id","10 bulan lalu",,,,"Ci9DQUlRQUNvZENodHljRjlvT2pWVk5sOTZkM0JFV1VGaGRVNVphMmRVTUd0ZlRFRRAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn21nehVUs9R1o8c-gWA8pvXiZf6Ok7eTYsYs3a50mAekIzjJCk_wQDQFjbPu3xuYOu2B656n-u1PX8FYWSB4X9KprO9lOgiGpvxFIdvIXDsNBfoAWFrbc7IMVnh_CbuocffTNqxRZl0QWRj=k-no",,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pWVk5sOTZkM0JFV1VGaGRVNVphMmRVTUd0ZlRFRRAB!2m1!1s0x0:0x23153c2d066c647d!3m1!1s2@1:CAIQACodChtycF9oOjVVNl96d3BEWUFhdU5Za2dUMGtfTEE%7C%7C?hl=id","109830555955822978516","https://lh3.googleusercontent.com/a-/ALV-UjUH126gnl8sQdOLtFqM5_ISiq8amPBpdH0J4NR3niT5gWzJ_5cw=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/109830555955822978516?hl=id",,,
"DAVIN'S JAYA MOTOR DJM Bandung","5","Recomend banget buat yg mau servis motor.. harga murah.. montir sama ownernya ramah.. ga main asal ganti.. jujur.. pasti pda balik lagi klo pelayanan gini mah.. jempol banget.. ga apa""jauh dikit.. yg pnting puas servis disini.. 🤗","2025-02-01T04:55:39.111Z","0","Alfa Rizi","2","false","2025-07-06T15:48:15.000Z","Terima kasih atas kunjungannya
Semoga kendaraan Anda membawa berkah
Kami tunggu kunjungan berikutnya ⚙️🏍️🥰","id","setahun lalu",,,,"ChZDSUhNMG9nS0VJQ0FnTUNBbnNfN0l3EAE","https://lh3.googleusercontent.com/grass-cs/ANxoTn1fIVUzpwnIccKEo7BGU92DmAT9a2Vb8Dh07Reb3J6VZQB9mjkOIq_i0kUiaSI-Q_b1x5Nk7x6J0qFkdf8itDEiRvGY2nR2AwbHMqUTbrJ7VQWlKdGYMRiXRaia0S6UiYsUZlLO=k-no",,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNBbnNfN0l3EAE!2m1!1s0x0:0x23153c2d066c647d!3m1!1s2@1:CIHM0ogKEICAgMCAns_7Iw%7C%7C?hl=id","113108636792064306612","https://lh3.googleusercontent.com/a/ACg8ocKGkKMU_y_IfR-NqfH96mo2Fa476O0Th-Q_jk_eFqV-OJ0j=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/113108636792064306612?hl=id",,,
"DAVIN'S JAYA MOTOR DJM Bandung","1","montir ngotot full service, akhirnya full service mahal tapi motor tetep rusak jadi susah di starter, kasir jutek","2025-09-28T09:17:19.793Z","0","nasta rina","1","false","2025-09-30T05:53:18.000Z","Terimakasih atas kunjungannya,mohon maaf atas kendala nya KA,silahkan mampir lagi kita perbaiki agar lebih nyaman lagi🙏🙏🙏","id","8 bulan lalu",,,,"Ci9DQUlRQUNvZENodHljRjlvT21OTE4wTmZVVU5oTjFWQlYwOXdabDlQWlhGM1YwRRAB",,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21OTE4wTmZVVU5oTjFWQlYwOXdabDlQWlhGM1YwRRAB!2m1!1s0x0:0x23153c2d066c647d!3m1!1s2@1:CAIQACodChtycF9oOmNLN0NfUUNhN1VBV09wZl9PZXF3V0E%7C%7C?hl=id","110058713596070386596","https://lh3.googleusercontent.com/a/ACg8ocIEB3RlCPTD0FcTMgt4dDApl6J1j1-cDMc-l2gSd2E3ENDYyw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/110058713596070386596?hl=id",,,
"Bengkel Motor Mabez Garage","5","Mantap ni bengkel, kekuatannya di mapping ecu honda, kebanyakn kesini buat setting balap, tapi kmrn2 banyak aerox sama nmax juga, good service, good hospitality, five thumbs up","2026-01-22T10:07:26.127Z","0","achmad audy","40","true","2026-03-04T19:24:00.000Z","Terimakasih🙏🏼","id","4 bulan lalu",,,,"Ci9DQUlRQUNvZENodHljRjlvT2xSVWVtYzRUVlU1VDNOeVRWOVJRV1ZzWkdoWFkxRRAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn3vn6Hg4AEac-KXUh36k2wLQvM6LzA4PplAWb7mmjuxmeEwQ-Wvuq9WbEHO-l4VMRG5jAZ-BAVpVe3jLXARQAFSpxYHo_zb9w18AAWoJ8vF32dWaB4gFb9mkrqDAuyXN2hRmsEtm8aSDGc=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn1SyBoEUVOMXWwiy2DYNgHPHO9LWZlPkKMmjt5FOnvwO4md3CMAH8u19xdcvIpDFIIKivodHhmlRBR8Y_o7hdKSZ9Jr2i7z7vKKkzZ8nURqbU2wCH50X4rsLppXX7mjzBt4JPzNZTWUwqAr=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn1r4EQoeYbuEAZZMK27BXllMmyf2OOrds1J2Hi7EZTSnGCSxnzIyXT4uq9TJlx8GAChWhtRGmTFm8Rjk6VUtOEbsFsYfDdwgRkn73QhUXH-L5zdjQJoHCtaNQ__7T-vLNrgabCdDKTFBnk=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn3AIMaH4HysyM-B1jxfHfNy7i9YXZSZDhymbMuDaUayP0KU9a3EjOEJvJHqEJTzAq4QH2CGuAxv9wfOOGwbsHeVGpimHh2AzUp_EkK7__AwpsBuOKa31iO1NarUfgfy02IOEmLSGKw7Pnp3=k-no",,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xSVWVtYzRUVlU1VDNOeVRWOVJRV1ZzWkdoWFkxRRAB!2m1!1s0x0:0xbea05f8f361c99c3!3m1!1s2@1:CAIQACodChtycF9oOlRUemc4TVU5T3NyTV9RQWVsZGhXY1E%7C%7C?hl=id","109032252800958415272","https://lh3.googleusercontent.com/a-/ALV-UjXcnjuhB4KSbWR-Np6QDtiYZwNxk8MQ1kdFWPDz3Cx5m6xhFYSB=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/109032252800958415272?hl=id",,,
"Bengkel Motor Mabez Garage","5","udh jadi langganan, dari spacy, sampai motor lain servis disini, overall mereka fokus kerjain apa yang dateng duluan, rapih secara kabel dan selalu kasih pilihan apa mau diganti, dibuang apa diakalin, meskipun itu mekanik yang kaya panda suka random kelakuannya dam jawab seenak jidatnya, tapi untuk racing kere hore, ini five thumbs up","2026-01-21T00:32:12.193Z","0","Heaven Organizer","3","false","2026-03-04T19:24:19.000Z","Terimakasih 🙏🏼","id","4 bulan lalu",,,,"Ci9DQUlRQUNvZENodHljRjlvT21WdmRYRlhWVWswVDJkSFUyUlhRWGRXUVZOU2VGRRAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn1XTXuD-VUggXcJpbxN4wyqFQ6HR1o2FO2hH5w8plkXm8ubqJHRcCM-72IdT8yyXIN58gt_YHXKHBR-1C80udbSt4kD_uHKb-Lrb9UGNabX16GPwaOxZq8H9bD6CRnKHoVzYSvxvjEvhmDH=k-no",,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21WdmRYRlhWVWswVDJkSFUyUlhRWGRXUVZOU2VGRRAB!2m1!1s0x0:0xbea05f8f361c99c3!3m1!1s2@1:CAIQACodChtycF9oOmVvdXFXVUk0T2dHU2RXQXdWQVNSeFE%7C%7C?hl=id","103418044757099666216","https://lh3.googleusercontent.com/a-/ALV-UjWZK8kKOydXQda7PMDebN7DASvJk_9c61IusJGyxi30QVgXSpSH=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/103418044757099666216?hl=id",,,
"Bengkel Motor Mabez Garage","5","Bore up, tune up, servis ringan/besar, remap ecu, dll bisa semua bisa ready 28 jam☑️☑️","2026-03-06T18:16:55.721Z","0","Ade Purnama128","5","true",,,"id","3 bulan lalu",,,,"Ci9DQUlRQUNvZENodHljRjlvT2sxck1tVjRZMjFVV21vNGFWZHJOblkwWTNkVk9FRRAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn2OP0Ei0Qa8_wglZTqGp_S296D63kC42wlzUTEx_4H6Sjm8hjTBqSz7FxnJwMBXsKTHXZ0BJ0-GPIeaLoarPNwX1GE8CRjEHMbJoMXlMaMKpuIjjS58LRvqJ4DrzG7yEaLa8Rr_Tlpw3Hb-=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn3Wgu4XfJPTSD-_7ByujNl8wtJw-IWfgro91iuu5WKHUrSCeR4zxbAYJnvGIkU1gmnunLcuOLjgCbeTw5rhblxGl09BsAYrXRX4nSLJbxMLYR9Hmfp1YdaY8wkmAaNM6JBc6eN0PErSSxtQ=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn0vRz_94cdnGj8xXjSMMTKr2VIS_pHjVn9utfR89dBpOAcbNt1SEUdPwvMLNMCb5pa_hqR3_VRw83UJyL-FW_lOIl38NycAslacgCyPYWm0fFEIEIlojP3nsDlDoytYoJE0fkUadA4bIDz5=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn3Y3OnAPC-91y6xv3GRwRcnetQ_8fLqvu9JE-rBY8phczFBVCqNDe3Qtd2520H8eIkOYejywamiNiCofwEJ6d0qy1mrpaFvTcBCzAh4TgwUeC1rHn_RfZ5x_uGsy9WMS4atvaY-IX4p92vd=k-no",,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2sxck1tVjRZMjFVV21vNGFWZHJOblkwWTNkVk9FRRAB!2m1!1s0x0:0xbea05f8f361c99c3!3m1!1s2@1:CAIQACodChtycF9oOk1rMmV4Y21UWmo4aVdrNnY0Y3dVOEE%7C%7C?hl=id","106908225579116776572","https://lh3.googleusercontent.com/a-/ALV-UjWbiDddbw08aCyDr3KwC_bSZNQxKwcY-nsybOaS0dEN7S32H2Va=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/106908225579116776572?hl=id",,,
"Bengkel Motor Mabez Garage","5","Harga masuk akal dan motor Yamaha Aerox saya jadi mulus lagi mesin nya. Dan klakson yang tadinya nggak jalan jadi bener. Untuk mesin dan kelistrikan terutama Aerox, very recommend...","2026-01-20T02:21:22.638Z","0","Dwi Setyadi","46","true","2026-01-20T04:25:56.000Z","Terimakasih Banyak🙌🏽","id","4 bulan lalu",,,,"Ci9DQUlRQUNvZENodHljRjlvT210dmNXTlFieTAyWkVKV01tdzJNSEJTTWtOck1sRRAB",,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT210dmNXTlFieTAyWkVKV01tdzJNSEJTTWtOck1sRRAB!2m1!1s0x0:0xbea05f8f361c99c3!3m1!1s2@1:CAIQACodChtycF9oOmtvcWNQby02ZEJWMmw2MHBSMkNrMlE%7C%7C?hl=id","113627375067292137537","https://lh3.googleusercontent.com/a-/ALV-UjX63Rk6ZoJH-4r8B2u0ybvV-a1_gNMQEwq3SKZ1BZkl-WxkKqsH=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/113627375067292137537?hl=id",,,
"Bengkel Motor Mabez Garage","5","Mantap servisnya mulus sekali mekaniknya enak diajak ngobrol","2025-12-06T06:09:43.695Z","0","Mochammad Rifky Pratama","3","false","2026-01-20T04:27:18.000Z","Terimakasih🙌🏽","id","6 bulan lalu",,,,"Ci9DQUlRQUNvZENodHljRjlvT21VdFRqZDFaVk5SVjJFdE0zRjJSMEZaUzFSZlJIYxAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn0TiRCJc14cQ6-31_4pv6HqIYBOWkZul_WYuB0h1xHx29jGe9NUAmEiXN0_Np5i5Ue3lbvEW069kmWx0jbu4fEBzGSups_EX2GXrHIE_9ye9lSYZcrip2dP-p9s1HH8A1nYpgUp8ZvbLaOV=k-no",,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21VdFRqZDFaVk5SVjJFdE0zRjJSMEZaUzFSZlJIYxAB!2m1!1s0x0:0xbea05f8f361c99c3!3m1!1s2@1:CAIQACodChtycF9oOmUtTjd1ZVNRV2EtM3F2R0FZS1RfRHc%7C%7C?hl=id","113880390707844675906","https://lh3.googleusercontent.com/a-/ALV-UjWc6YpfFSDyTd8FzFAhmO96-fNj3EfMVNIw_Y_bXQNJD40PsbOBEQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/113880390707844675906?hl=id",,,
"Jaya Motor Katapang","5","Tempat nya emang nyempil, tapi pilihan ban motor na lengkap. Nyari corsa s123, eh nemunya disini. Recomended pokoknya kalau mau beli ban motor","2019-10-17T09:12:03.519Z","3","agung setiawan","104","true",,,"id","6 tahun lalu",,,,"ChZDSUhNMG9nS0VJQ0FnSUQwZ0liSWZREAE","https://lh3.googleusercontent.com/grass-cs/ANxoTn3gUGzMdfk71uz0NBM9DMSWVatT48AtdzHGNCnzORpNA9x9KJGaIqIgzUujPhNR-VtYX97lVQ8qgq0CmPb0Ooc7u0VcwRmY-nfeQ3QlwMRbF62cwDJjecuphyUyK5Db0687p451qQ=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn3DqNMIK3mkye9yJc1uc8Isv8H21Mtb0TLre3Cvw4zrGXSxVw5iIewjnW9n39iJWX7x5zR7KFcSQ9sS7AEi6t-wi5RRVOsslJRe80z0nItQZRCumhuTI1BgBSmFMXo-s-XJUaHmsw=k-no",,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQwZ0liSWZREAE!2m1!1s0x0:0x40bff135472bfb36!3m1!1s2@1:CIHM0ogKEICAgID0gIbIfQ%7C%7C?hl=id","109629780846200316814","https://lh3.googleusercontent.com/a-/ALV-UjXJfYP0kxsR3BX4IyHm7yHYILtrFJRflJsSJtSVdmR3v-RzC5Na=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/109629780846200316814?hl=id",,,
"Jaya Motor Katapang","5","Apa disini nerima velg bekas saya mau menjual","2026-03-04T08:05:35.382Z","0","Zamheng","1","false",,,"id","3 bulan lalu",,,,"Ci9DQUlRQUNvZENodHljRjlvT2kxWllUaEhiR1pwZFdkR2RUVk1hQzB3ZUc0eVlrRRAB",,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2kxWllUaEhiR1pwZFdkR2RUVk1hQzB3ZUc0eVlrRRAB!2m1!1s0x0:0x40bff135472bfb36!3m1!1s2@1:CAIQACodChtycF9oOi1ZYThHbGZpdWdGdTVMaC0weG4yYkE%7C%7C?hl=id","111474518010331091216","https://lh3.googleusercontent.com/a-/ALV-UjU4zWp9rJ0TdOLzelq51OK2e7wGRPglQoLS2toELEAs8Q6pvJI=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/111474518010331091216?hl=id",,,
"Jaya Motor Katapang","5","Terbaik pelayanannya ramah tteh yang layaninnya","2026-02-10T15:04:00.289Z","0","Muhammad rizky Agung","2","false",,,"id","4 bulan lalu",,,,"Ci9DQUlRQUNvZENodHljRjlvT2twalpXeDJNR1ZRTUZoUVNFdHZVM3BrT1RGdFduYxAB",,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2twalpXeDJNR1ZRTUZoUVNFdHZVM3BrT1RGdFduYxAB!2m1!1s0x0:0x40bff135472bfb36!3m1!1s2@1:CAIQACodChtycF9oOkpjZWx2MGVQMFhQSEtvU3pkOTFtWnc%7C%7C?hl=id","102869231372393440855","https://lh3.googleusercontent.com/a/ACg8ocJ2bfupHDWyq7uML4J5zN3OAUeDLO_y7DEN1SRD3lw_k2Bl7A=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/102869231372393440855?hl=id",,,
"Jaya Motor Katapang","3","Saya survey keliling kota bandung untuk mencari tahu harga ban tubeless untuk motor Saya.

Setelah Saya dapat harga di P****t B*n, Saya teringat masa lalu ketika masih muda, apapun itu jika mengenai ban motor datang saja ke Ketapang. Akhirnya Saya survey salah satu toko ban di sana. Karena dlu mereka berjaya untuk urusan ban motor.

Setelah menanyakan ban yang paling murah, entah memang harga untuk Saya atau bagaimana. Harga ban yg paling murah mereka yang biasa  merk Co**a 1 set,  lebih mahal dibandingkan harga ban dual purpose di Pl***t B*n. OMG!

Saya bilang, ""Terima Kasih Pak, nuhu n"". Dan Pergi tidak ada minat seumur hidup untuk pergi ke toko itu lagi. Saya lihat sekarang toko ban disana sepi. Mungkin salah satunya karena pengalaman seperti yang Saya alami ini. Bertahun tahun terus berakumulasi.

Mungkin tidak semua, toko disana seperti itu. Tapi, Saya sudah tidak ada minat lagi ke sana. Selama ada Pl***t B*n yang MAMPU menawarkan sesuatu yang lebih baik.

Tapi untuk pelayanan mereka ramah, terutama mekaniknya mau menjelaskan dengan baik dan sopan.

Akhirnya Saya membeli ban dual purpose di Pl***t B*n dengan harga jauh dibawah ban yg paling murah di toko jl. Ketapang tersebut. Dengan ban yang sama bisa beda 200 ribu an!!! Entah karena harga untuk Saya atau bagaimana... Semoga mereka mau memperbaiki layanan mereka terutama masalah harga. Aamiin","2020-10-09T05:28:47.506Z","6","stl lma","29","true",,,"id","5 tahun lalu",,,,"ChZDSUhNMG9nS0VJQ0FnSURDZzV1UFB3EAE",,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURDZzV1UFB3EAE!2m1!1s0x0:0x40bff135472bfb36!3m1!1s2@1:CIHM0ogKEICAgIDCg5uPPw%7C%7C?hl=id","108004103862282741941","https://lh3.googleusercontent.com/a-/ALV-UjXmkq7ba6XYm9qDSKtLtYjBjM5yLDcrwM1f8SBBxj6ZUFJjC_oV=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/108004103862282741941?hl=id",,,
"Jaya Motor Katapang","4","Saya lagi nyari ban belakang tubeless 100/80 selain merk AHS , uda ke planet ban beberapa cabang dan ke beberapa bengkel kenalan tapi kosong. Dapetnya di Jaya Motor Katapang , itupun sisa 1 yang di display ,merk Corsa harga 330k diskon lagi 250k, tambah 10k pentil dan free ongkos pasang. Yah menurut saya harganya lebih murah dari bengkel langganan yang biasa saya kunjungi. Harga oli gardan biasanya 22k disini hanya 18k. Iyah layak lah dilangganin. Buka senin- sabtu, kalo kesini sebaiknya sehabis dzuhur biar gak terlalu antri. Sukses terus Jaya Motor Ketapang.","2019-08-11T00:27:29.486Z","1","Hanna Nia Ivanna","268","true",,,"id","6 tahun lalu",,,,"ChZDSUhNMG9nS0VJQ0FnSURVb042MGFBEAE",,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURVb042MGFBEAE!2m1!1s0x0:0x40bff135472bfb36!3m1!1s2@1:CIHM0ogKEICAgIDUoN60aA%7C%7C?hl=id","108811534360502155690","https://lh3.googleusercontent.com/a-/ALV-UjUyyg4ZGLvW-kb7czWjkiN65RijiBrDBQUNJGxhD58wijdKKcpe=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/108811534360502155690?hl=id",,,
"Budi Jaya Motor","5","Selalu ganti oli dan servis motor di sini dari jaman kuliah, jadi udah pada kenal sama mekaniknya. Prosesnya cepat dan hasilnya mantap.","2026-01-19T14:33:54.773Z","0","Rifani","2","false",,,"id","4 bulan lalu",,,,"Ci9DQUlRQUNvZENodHljRjlvT21kNFIyeG1UMDlGTUZSdUxTMW9la1JUUmtkaE9WRRAB",,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21kNFIyeG1UMDlGTUZSdUxTMW9la1JUUmtkaE9WRRAB!2m1!1s0x0:0xea5ce37eecd8496e!3m1!1s2@1:CAIQACodChtycF9oOmd4R2xmT09FMFRuLS1oekRTRkdhOVE%7C%7C?hl=id","102157243930616218607","https://lh3.googleusercontent.com/a/ACg8ocJeyVMu9KfDKWBavMeYIU4T_ksyi3EONqIUkSUruGmKfsmJNw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/102157243930616218607?hl=id",,,
"Budi Jaya Motor","1","mahal,service cvt motor beat 70 rebu,pemper fuelpump kw 2 tipis dihargain 50 ribu,pikirnya mungkin bengkel cuman disini saja,motul kw 150 ribu andai,padahal belanjanya kalau ga di ciwastra ya di ahmad yani.","2025-09-09T18:42:56.330Z","0","media bandung","63","true",,,"id","9 bulan lalu",,,,"Ci9DQUlRQUNvZENodHljRjlvT25od1pVRXROa1pVWTBJeVgxUnphV2Q1TmxsRE9FRRAB",,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25od1pVRXROa1pVWTBJeVgxUnphV2Q1TmxsRE9FRRAB!2m1!1s0x0:0xea5ce37eecd8496e!3m1!1s2@1:CAIQACodChtycF9oOnhwZUEtNkZUY0IyX1RzaWd5NllDOEE%7C%7C?hl=id","102876343675442650146","https://lh3.googleusercontent.com/a-/ALV-UjXbZMj3j6e2G2XqYNwH6SLv5bbbbfEuT885s6XVY1gBD4hk_V4=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/102876343675442650146?hl=id",,,
"Budi Jaya Motor","1","Gajelas servicenya, cvt cmn ditiupin angin, bensin diambil malah dipake buat ngebersihin filter box, giliran ditanyain jawabannya malah cvt gak terlalu kotor pdhl standar nya harus dibersihin (disikat pake kuas yg basah oleh bensin) namanya service cvt, harga mahal cvt aja dibersihin gak bener tp ktnya wajib dimasukin service mesin.","2024-07-23T11:59:56.983Z","0","Pramana Putra","4","false",,,"id","setahun lalu",,,,"ChdDSUhNMG9nS0VJQ0FnSUNieEtMNDBBRRAB",,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNieEtMNDBBRRAB!2m1!1s0x0:0xea5ce37eecd8496e!3m1!1s2@1:CIHM0ogKEICAgICbxKL40AE%7C%7C?hl=id","108890100473764347527","https://lh3.googleusercontent.com/a-/ALV-UjWJr8ei6b8UyhgExJLa4bk9SXnGAVedkZHEM7BXYtoTQQSjdHLe=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/108890100473764347527?hl=id",,,
"Budi Jaya Motor","1","Pernah kesini sekedar cek doang shockbreaker belakang bocor atau engga, terus dibongkar lah shocknya emang beneran patah. Terus tanya ke mekaniknya jadi berapa? Katanya ke dalem aja. Biasanya kalau cuma ngecek doang kan kita bayarnya segimana kita ya , atau ditarif juga sesuai ongkos bongkar aja. Niatnya pas udah selesai mau ngasih ke mekaniknya tapi disuruh kedalem aja. Pas ditanya berapa, gila hampir seharga service motornya, padahal gaada 10 menit bongkarnya hadeuhh kecewa parah. Cukup sekali aja dah","2023-08-23T11:54:22.028Z","2","Denmul","1","false",,,"id","2 tahun lalu",,,,"ChdDSUhNMG9nS0VJQ0FnSURwb2FtN3RnRRAB",,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURwb2FtN3RnRRAB!2m1!1s0x0:0xea5ce37eecd8496e!3m1!1s2@1:CIHM0ogKEICAgIDpoam7tgE%7C%7C?hl=id","103496314999718579229","https://lh3.googleusercontent.com/a-/ALV-UjXFzZIdYYBXfez8-fnxJvVKfSi2GqiSXNodFxp41v_MUnST1k62=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/103496314999718579229?hl=id",,,
"Budi Jaya Motor","1","cuman ngencengin baut kipas magnet doang enggak ganti apapun apalagi nambah baut biayanya gocap wkwkwkwk, tau gitu ke bengkel lain wkwkwk","2024-04-25T03:40:54.622Z","0","Reyhan Ikhlasul Amal","4","false",,,"id","2 tahun lalu",,,,"ChdDSUhNMG9nS0VJQ0FnSUNqZzRPUi1nRRAB",,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNqZzRPUi1nRRAB!2m1!1s0x0:0xea5ce37eecd8496e!3m1!1s2@1:CIHM0ogKEICAgICjg4OR-gE%7C%7C?hl=id","106517681223706559424","https://lh3.googleusercontent.com/a-/ALV-UjUbLUXp1r0nBiPsn-4LsRTvjuDPZA9XJcdDqHY4J9auNJsTOOyc=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/106517681223706559424?hl=id",,,
